,Concert ID,Track,Kriti,Ragam,Composer,Main Artist,Album hrefs
42672,01 - c1330 - 0873.K.KRISHNAMUMAR-,2,praNamAmyaham_shrI_prANanAtham,ranjani,mysore_vAsudevAcAr,K Krishnakumar,https://www.sangeethamshare.org/tvg/UPLOADS-0801---1000/0873.K.KRISHNAMUMAR-PODHIGAI_TV//
42702,18 - C0002 - 04-Sri.T.R.Mahalinga,8,rAgam_tAnam_pallavi,ranjani,Own/Others,TR Mahalingam,https://www.sangeethamshare.org/mpmohan/Sri.T.R.Mahalingam-concerts/04-Sri.T.R.Mahalingam-Sri.N.Ramani-MFAC/
42715,01 - C1997 - 1993-Revathy_Krishna,3,ranjani_niranjani,ranjani,GN_bAlasubramanian,Revathy Krishna,https://www.sangeethamshare.org/tvg/UPLOADS-1801---2000/1993-Revathy_Krishna-Veena/
42635,10 - C0481 - 490-Madurai_Somasund,4,durmArga_carAdhamula,ranjani,tyAgarAja,Madurai Somasundaram,https://www.sangeethamshare.org/vijayagopal/UPLOADS-401-600/490-Madurai_Somasundaram-Vocal//
42722,01 - C5902 - 5781-Charumathi_Rama,2,ranjani_niranjani,ranjani,GN_bAlasubramanian,Charumathi Ramachandran,https://www.sangeethamshare.org/tvg/UPLOADS-5601---5800/5781-Charumathi_Ramachandran//
42704,19 - C0141 - 142_MalladiBrothers_,7,rAgam_tAnam_pallavi,ranjani,Own/Others,Malladi Brothers,https://www.sangeethamshare.org/sv/142_MalladiBrothers_MN_AK_NA_Nov09/
42713,01 - C1502 - 1939-Prapancham_Mukh,2,ranjani_niranjani,ranjani,GN_bAlasubramanian,Prapancham Mukhyaprana,https://www.sangeethamshare.org/tvg/UPLOADS-1801---2000/1939-Prapancham_Mukhyaprana-Flute//
42533,15 - C0107 - 103-Tanjore.S.Kalyan,1,ambOruha_pAdamE-varNam,ranjani,GN_bAlasubramanian,Tanjore S Kalyanaraman,https://www.sangeethamshare.org/muralidaran/Uploads-101-200/103-Tanjore.S.Kalyanaraman-GNB_Day_Concert//
42609,03 - C0999 - 645-KS_gOpAlakrishNa,3,durmArga_carAdhamula,ranjani,tyAgarAja,KS Gopalakrishnan,https://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-601-900/645-KS_gOpAlakrishNan-Flute//
42625,06 - C0872 - 0981_Ms.VisalakshiNi,3,durmArga_carAdhamula,ranjani,tyAgarAja,Visalakshi Nithyanand,https://www.sangeethamshare.org/svasu/UPLOADS-0801-1000/0981_Ms.VisalakshiNithyanand/
42656,54 - C0028 - 30-Madurai_GS_Mani,5,durmArga_carAdhamula,ranjani,tyAgarAja,Madurai GS Mani,https://www.sangeethamshare.org/nageswaran/Audio/UPLOADS_0001-0100/30-Madurai_GS_Mani/
42539,01 - C0146 - 1245-T_S_Sankaran-Fl,1,durmArga_carAdhamula,ranjani,tyAgarAja,TS Sankaran,https://www.sangeethamshare.org/tvg/UPLOADS-1201---1400/1245-T_S_Sankaran-Flute/
42718,01 - C3594 - 3561-Thiruvallikeni_,1,ranjani_niranjani,ranjani,GN_bAlasubramanian,Thiruvallikeni PV Thirumurthy,https://www.sangeethamshare.org/tvg/UPLOADS-3401---3600/3561-Thiruvallikeni_PV_Thirumurthy-Nadaswaram//
42562,01 - C2764 - 2788-R_Ganesh-R_Kuma,2,durmArga_carAdhamula,ranjani,tyAgarAja,"Ganesh,Kumaresh",https://www.sangeethamshare.org/tvg/UPLOADS-2601---2800/2788-R_Ganesh-R_Kumaresh-Violin_Duet-DTH//
42726,06 - c0163 - 0204-Vijaylakshmi_Su,3,ranjani_niranjani,ranjani,GN_bAlasubramanian,Vijayalakshmy Subramaniam,https://www.sangeethamshare.org/svasu/UPLOADS-0201-0400/0204-Vijaylakshmi_Subramaniam/
42521,01 - C1997 - 1993-Revathy_Krishna,4,ambOruha_pAdamE-varNam,ranjani,GN_bAlasubramanian,Revathy Krishna,https://www.sangeethamshare.org/tvg/UPLOADS-1801---2000/1993-Revathy_Krishna-Veena/
42618,04 - C0003 - 01_Jamshedpur_1970,8,durmArga_carAdhamula,ranjani,tyAgarAja,MS Gopalakrishnan,https://www.sangeethamshare.org/ramach/Instrumental/03_MSGopalakrishnan/01_Jamshedpur_1970//
42633,10 - C0229 - 226-TRMahalingam-AIR,6,durmArga_carAdhamula,ranjani,tyAgarAja,TR Mahalingam,https://www.sangeethamshare.org/vijayagopal/UPLOADS-201-400/226-TRMahalingam-AIR_HYD//
42578,01 - C5420 - 5330-Vairamangalam_S,1,durmArga_carAdhamula,ranjani,tyAgarAja,Vairamangalam S Lakshminarayan,https://www.sangeethamshare.org/tvg/UPLOADS-5201---5400/5330-Vairamangalam_S_Lakshminarayan/
42569,01 - C3411 - 3367-Sathguru_Thyaga,3,durmArga_carAdhamula,ranjani,tyAgarAja,TV Ramanujacharlu,https://www.sangeethamshare.org/tvg/UPLOADS-3201---3400/3367-Sathguru_Thyagaraja_Krithi_Vilakkam//
42543,01 - C0610 - 104.VISHNUBATLA_MUKU,2,durmArga_carAdhamula,ranjani,tyAgarAja,Vishnubatla Mukunda Sarma,https://www.sangeethamshare.org/tvg/UPLOADS-0001---0200/104.VISHNUBATLA_MUKUNDA_SARMA//
42654,26 - C0006 - KSGopalakrishnan-Flu,4,durmArga_carAdhamula,ranjani,tyAgarAja,KS Gopalakrishnan,https://www.sangeethamshare.org/nvn/KSGopalakrishnan-Flute-liveconcert/
42557,01 - C2502 - 2611-Dwaram_Durga_Pr,2,durmArga_carAdhamula,ranjani,tyAgarAja,Dwaram Durga Prasad Rao,https://www.sangeethamshare.org/tvg/UPLOADS-2601---2800/2611-Dwaram_Durga_Prasad_Rao-Violin-AIR_SS_1994//
42530,02 - C0179 - 187_Shertalai_Rangan,1,ambOruha_pAdamE-varNam,ranjani,GN_bAlasubramanian,Shertallay KN Renganatha Sharma,https://www.sangeethamshare.org/kasturi/UPLOADS-0001-0200/187_Shertalai_Ranganatha_sharma_MA_21Dec2010/
42662,01 - C6504 - 04-TNS_Krishna,3,kAdiruvEnu,ranjani,ambujam_krishna,TNS Krishna,https://www.sangeethamshare.org/tvg/SEASON_2019/04-TNS_Krishna//
42651,23 - C0111 - 119-K-S-Gopalakrishn,2,durmArga_carAdhamula,ranjani,tyAgarAja,KS Gopalakrishnan,https://www.sangeethamshare.org/murthy/Karnatak/UPLOADS-001-200/119-K-S-Gopalakrishnan-Mysore//
42541,01 - C0311 - 1035.S.Shashank_Flut,2,durmArga_carAdhamula,ranjani,tyAgarAja,S Shashank,https://www.sangeethamshare.org/tvg/UPLOADS-1001---1200/1035.S.Shashank_Flute-Podhigai_TV/
42547,01 - c1410 - 0957.S.Srinivasan-Ve,2,durmArga_carAdhamula,ranjani,tyAgarAja,S Srinivasan,https://www.sangeethamshare.org/tvg/UPLOADS-0801---1000/0957.S.Srinivasan-Veena-Podhigai_TV//
42577,01 - C5280 - 5183-VK_Raman-Flute-,3,durmArga_carAdhamula,ranjani,tyAgarAja,VK Raman,https://www.sangeethamshare.org/tvg/UPLOADS-5001---5200/5183-VK_Raman-Flute-Ragam_24x7/
42573,01 - C4627 - 4538-Dwaram_Mangatha,3,durmArga_carAdhamula,ranjani,tyAgarAja,Dwaram Mangathayaru,https://www.sangeethamshare.org/tvg/UPLOADS-4401---4600/4538-Dwaram_Mangathayaru-Sathyanarayana_Rao-Ragam_24x7//
42671,10 - C0609 - 620-VV_Subramaniam-V,1,nIvE_nannu,ranjani,GN_bAlasubramanian,VV Subramanyam,https://www.sangeethamshare.org/vijayagopal/UPLOADS-601-800/620-VV_Subramaniam-Violin//
42655,46 - C0013 - 015-KJY-MSG-TVG-10,10,durmArga_carAdhamula,ranjani,tyAgarAja,KJ Yesudas,https://www.sangeethamshare.org/asokan/CARNATIC/015-KJY-MSG-TVG-10/
42536,01 - c0094 - 1408-V_Harikumar_Vio,2,durmArga_carAdhamula,ranjani,tyAgarAja,V Harikumar,https://www.sangeethamshare.org/tvg/UPLOADS-1401---1600/1408-V_Harikumar_Violin-Orumanayoor_OK_Gopi_Nadhaswaram//
42700,10 - C0458 - 465-Saraswathi_Vidya,8,rAgam_tAnam_pallavi,ranjani,Own/Others,K Saraswathi Vidhyarthi,https://www.sangeethamshare.org/vijayagopal/UPLOADS-401-600/465-Saraswathi_Vidyarthi-Vocal//
42663,03 - C0937 - 583-madhurai_R_sundh,6,kAdiruvEnu,ranjani,ambujam_krishna,Madurai R Sundar,https://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-301-600/583-madhurai_R_sundhar-vocal-Augusta_GA-2008//
42571,01 - C3714 - 3641-Prof.R_Visweswa,2,durmArga_carAdhamula,ranjani,tyAgarAja,R Visweswaran,https://www.sangeethamshare.org/tvg/UPLOADS-3601---3800/3641-Prof.R_Visweswaran-Veena-FM_Amruthavarshini//
42696,10 - C0088 - 084-MSBalasubrahmany,7,rAgam_tAnam_pallavi,ranjani,Own/Others,MS Balasubrahmanya Sarma,https://www.sangeethamshare.org/vijayagopal/UPLOADS-001-200/084-MSBalasubrahmanya_Sharma_Vocal//
42597,03 - C0100 - 136-n_RamaNi-Flute-C,5,durmArga_carAdhamula,ranjani,tyAgarAja,N Ramani,https://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-001-300/136-n_RamaNi-Flute-Chennaiyil_thiruvaiyyAru-2005//
42568,01 - C3156 - 3145-JA_Jayanth-Flut,5,durmArga_carAdhamula,ranjani,tyAgarAja,JA Jayanth,https://www.sangeethamshare.org/tvg/UPLOADS-3001---3200/3145-JA_Jayanth-Flute//
42624,06 - C0457 - 0524_Prapancham_S_Ba,2,durmArga_carAdhamula,ranjani,tyAgarAja,Prapancham S Balachandran,https://www.sangeethamshare.org/svasu/UPLOADS-0401-0600/0524_Prapancham_S_Balachander_Flute_IsaiVizha2009-38/
42670,03 - C1120 - 767-RK_shrIkanTan-ra,1,nIvE_nannu,ranjani,GN_bAlasubramanian,RK Srikantan,https://www./sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-601-900/767-RK_shrIkanTan-ranjani_mAle-20050319//
42628,09 - C0086 - MMI--040--Private-Co,8,durmArga_carAdhamula,ranjani,tyAgarAja,Madurai Mani Iyer,https://www.sangeethamshare.org/ksj/Madurai-Mani-Iyer/MMI--040--Private-Concert-1961-/
42603,03 - C0561 - 317-BV_rAghavEndhra_,3,durmArga_carAdhamula,ranjani,tyAgarAja,BV Raghavendra Rao,https://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-301-600/317-BV_rAghavEndhra_rAo-violin_solo-Augusta_GA-2011//
42652,23 - C0142 - 151-K-V-Narayanaswam,6,durmArga_carAdhamula,ranjani,tyAgarAja,Palghat KV Narayanaswamy,https://www.sangeethamshare.org/murthy/Karnatak/UPLOADS-001-200/151-K-V-Narayanaswamy-Nadabrahma-1992/
42642,14 - C0036 - 037_Ranjani_Oct2009,1,durmArga_carAdhamula,ranjani,tyAgarAja,K Sathyanarayanan,https://www.sangeethamshare.org/sathya/037_Ranjani_Oct2009//
42675,01 - C3787 - 3722-Sumithra_Vasude,3,praNamAmyaham_shrI_prANanAtham,ranjani,mysore_vAsudevAcAr,Sumithra Vasudev,https://www.sangeethamshare.org/tvg/UPLOADS-3601---3800/3722-Sumithra_Vasudev//
42627,07 - C0039 - 01-Ravikiran,2,durmArga_carAdhamula,ranjani,tyAgarAja,N Ravikiran,https://www.sangeethamshare.org/nagarajan/Ravikiran/01-Ravikiran//
42558,01 - C2521 - 2526-140th_Thyagaraj,7,durmArga_carAdhamula,ranjani,tyAgarAja,---,https://www.sangeethamshare.org/tvg/UPLOADS-2401---2600/2526-140th_Thyagaraja_Aradhana//
42531,03 - C0171 - 063-S_kalyANarAman-v,1,ambOruha_pAdamE-varNam,ranjani,GN_bAlasubramanian,Tanjore S Kalyanaraman,https://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-001-300/063-S_kalyANarAman-vOcal-A_GNB_Special-//
42544,01 - C0760 - 282.Chembai_Vaidhyan,3,durmArga_carAdhamula,ranjani,tyAgarAja,Chembai Vaidhyanatha Bagavathar,https://www.sangeethamshare.org/tvg/UPLOADS-0201---0400/282.Chembai_Vaidhyanatha_Bhagavatar-Indian_Fine_Arts_1964//
42643,15 - C0340 - 336-U.Shrinivas-Live,4,durmArga_carAdhamula,ranjani,tyAgarAja,U Shrinivas,https://www.sangeethamshare.org/muralidaran/Uploads-301-400/336-U.Shrinivas-Live_Concert-4//
42717,01 - C3295 - 3245-Sangeetha_Swami,3,ranjani_niranjani,ranjani,GN_bAlasubramanian,Sangeetha Swaminathan,https://www.sangeethamshare.org/tvg/UPLOADS-3201---3400/3245-Sangeetha_Swaminathan//
42537,01 - c0100 - 1402-DR_Pantula_Rama,2,durmArga_carAdhamula,ranjani,tyAgarAja,Pantula Rama,https://www.sangeethamshare.org/tvg/UPLOADS-1401---1600/1402-DR_Pantula_Rama-Podhigai_TV-SRSN-Audio/
42711,01 - C1008 - 522.V.SIVARANJANI-V.,2,ranjani_niranjani,ranjani,GN_bAlasubramanian,"V Sivaranjani,V Nalinakanthi",https://www.sangeethamshare.org/tvg/UPLOADS-0401---0600/522.V.SIVARANJANI-V.NALINAKANTHI//
35081,01 - C0899 - 410.S.SUNDAR-VEENA,1,siddhi_vinAyakam,mOhanakalyANi,muthaiah_bAgavatar,S Sundar,https://www.sangeethamshare.org/tvg/UPLOADS-0401---0600/410.S.SUNDAR-VEENA//
35154,15 - C0214 - 209-D.K.Jayaraman-Li,16,tillAnA,mOhanakalyANi,lAlgudi_jayarAman,DK Jayaraman,https://www.sangeethamshare.org/muralidaran/Uploads-201-300/209-D.K.Jayaraman-Live_Concert-16//
35121,10 - C0488 - 497-M_Balamuralikris,1,siddhi_vinAyakam,mOhanakalyANi,muthaiah_bAgavatar,M BalamuraliKrishna,https://www.sangeethamshare.org/vijayagopal/UPLOADS-401-600/497-M_Balamuralikrishna-Vocal//
35017,06 - c0180 - 0223-Lalitha_Raghava,2,bhuvanEshwariyA,mOhanakalyANi,muthaiah_bAgavatar,Lalitha Raghavan,https://www.sangeethamshare.org/svasu/UPLOADS-0201-0400/0223-Lalitha_Raghavan/
35132,01 - C3713 - 3640-ML_Vasanthakuma,7,tillAnA,mOhanakalyANi,lAlgudi_jayarAman,ML Vasanthakumari,https://www.sangeethamshare.org/tvg/UPLOADS-3601---3800/3640-ML_Vasanthakumari-DTH-Sangeethamuthukkal//
35092,01 - c2684 - 2703-TN_Seshagopalan,1,siddhi_vinAyakam,mOhanakalyANi,muthaiah_bAgavatar,TN Seshagopalan,https://www.sangeethamshare.org/tvg/UPLOADS-2601---2800/2703-TN_Seshagopalan-Muthaiah_Bagavatar_Krithis-2//
34995,01 - C5488 - 5399-Vijayalakshmy_S,2,bhuvanEshwariyA,mOhanakalyANi,muthaiah_bAgavatar,Vijayalakshmy Subramaniam,https://www.sangeethamshare.org/tvg/UPLOADS-5201---5400/5399-Vijayalakshmy_Subramaniam/
35022,09 - C0077 - MMI--022,6,bhuvanEshwariyA,mOhanakalyANi,muthaiah_bAgavatar,Madurai Mani Iyer,https://www.sangeethamshare.org/ksj/Madurai-Mani-Iyer/MMI--022/
35015,05 - C0031 - 40-Mysore_brothers-B,4,bhuvanEshwariyA,mOhanakalyANi,muthaiah_bAgavatar,"Mysore M Nagaraj,M Manjunath",https://www.sangeethamshare.org/sridharan/40-Mysore_brothers-Bangalore/
34959,15 - C0139 - 134-M.L.Vasanthakuma,3,ADinaiyE_kaNNA,mOhanakalyANi,ambujam_krishna,ML Vasanthakumari,https://www.sangeethamshare.org/muralidaran/Uploads-101-200/134-M.L.Vasanthakumari-Live_Concert-17//
35034,17 - C0131 - 144-Sheikh_Mehboob_S,3,bhuvanEshwariyA,mOhanakalyANi,muthaiah_bAgavatar,Sheik Mehaboob Subhani,https://www.sangeethamshare.org/ramasamy_v/144-Sheikh_Mehboob_Subhani//
34988,01 - C4048 - 3991-Thara_Mohan-Vee,2,bhuvanEshwariyA,mOhanakalyANi,muthaiah_bAgavatar,Thara Mohan,https://www.sangeethamshare.org/tvg/UPLOADS-3801---4000/3991-Thara_Mohan-Veena-FM_Amruthavarshini//
34956,03 - C0731 - 390-Dr_ML_vasanthaku,7,ADinaiyE_kaNNA,mOhanakalyANi,ambujam_krishna,ML Vasanthakumari,https://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-301-600/390-Dr_ML_vasanthakumAri-Dayton_OH-1986//
35150,10 - C0168 - 164-Karukuruchi_Arun,14,tillAnA,mOhanakalyANi,lAlgudi_jayarAman,Karukuruchi Arunachalam,https://www.sangeethamshare.org/vijayagopal/UPLOADS-001-200/164-Karukuruchi_Arunachalam-Nadaswaram//
35014,03 - C0920 - 566-thnajAvUr_S_kaly,8,bhuvanEshwariyA,mOhanakalyANi,muthaiah_bAgavatar,Tanjore S Kalyanaraman,https://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-301-600/566-thnajAvUr_S_kalyANarAman-vocal-1982//
35117,06 - C0134 - 0161-Sri-T.V.Gopalak,1,siddhi_vinAyakam,mOhanakalyANi,muthaiah_bAgavatar,TV Gopalakrishnan,https://www.sangeethamshare.org/svasu/UPLOADS-0001-0200/0161-Sri-T.V.Gopalakrishnan/
35057,01 - C5563 - 5476-Pantula_Rama-Sw,4,sEvE_srIkAntaM,mOhanakalyANi,swAtitirunAL,Pantula Rama,https://www.sangeethamshare.org/tvg/UPLOADS-5401---5600/5476-Pantula_Rama-Swatitirunal_Compositions-24x7//
35155,15 - C0242 - 237-D.K.Jayaraman-Li,11,tillAnA,mOhanakalyANi,lAlgudi_jayarAman,DK Jayaraman,https://www.sangeethamshare.org/muralidaran/Uploads-201-300/237-D.K.Jayaraman-Live_Concert-20//
35153,15 - C0202 - 197-M.L.Vasanthakuma,11,tillAnA,mOhanakalyANi,lAlgudi_jayarAman,ML Vasanthakumari,https://www.sangeethamshare.org/muralidaran/Uploads-101-200/197-M.L.Vasanthakumari-Live_Concert-22//
35040,30 - C0009 - VR_DileepKumar_008,6,bhuvanEshwariyA,mOhanakalyANi,muthaiah_bAgavatar,VR Dileepkumar,https://www.sangeethamshare.org/raju_ks/VR_DileepKumar_008/
35060,01 - C6222 - 6070-SR_Mahadeva_Sha,1,sEvE_srIkAntaM,mOhanakalyANi,swAtitirunAL,SR Mahadeva Sharma,https://www.sangeethamshare.org/tvg/UPLOADS-6001---6200/6070-SR_Mahadeva_Sharma-SR_Rajashree-Swatitirunal_2019//
35142,03 - C0141 - 236-U_shrInivAs-mand,12,tillAnA,mOhanakalyANi,lAlgudi_jayarAman,U Shrinivas,https://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-001-300/236-U_shrInivAs-mandolin-US_SGR_PR-SRSM_bengaLUru-1989//
35075,01 - c0207 - 1322-Muthaiah_Bhagav,5,shivam_vrshabhArUDham,mOhanakalyANi,muthaiah_bAgavatar,Gayathri Girish,https://www.sangeethamshare.org/tvg/UPLOADS-1201---1400/1322-Muthaiah_Bhagavathar_Krithis-Gayahtri_Girish//
35025,10 - C0564 - 575-MS_Gopalakrishna,3,bhuvanEshwariyA,mOhanakalyANi,muthaiah_bAgavatar,MS Gopalakrishnan,https://www.sangeethamshare.org/vijayagopal/UPLOADS-401-600/575-MS_Gopalakrishnan-Violin//
35027,14 - C0035 - 036_Koothanur-Sarasw,8,bhuvanEshwariyA,mOhanakalyANi,muthaiah_bAgavatar,K Sathyanarayanan,https://www.sangeethamshare.org/sathya/036_Koothanur-Saraswathi-Temple-Concert_27Sep09//
34963,33 - C0026 - 27-MLV-CFA-1984,5,ADinaiyE_kaNNA,mOhanakalyANi,ambujam_krishna,ML Vasanthakumari,https://www.sangeethamshare.org/dvprasad/27-MLV-CFA-1984//
35108,01 - C6480 - 6332-Sriranjani_Sant,1,siddhi_vinAyakam,mOhanakalyANi,muthaiah_bAgavatar,Sriranjani Santhanagopalan,https://www.sangeethamshare.org/tvg/UPLOADS-6201---6400/6332-Sriranjani_Santhanagopalan-ASS_2019//
35110,03 - C0004 - 232-RudhrapatNam_Bro,2,siddhi_vinAyakam,mOhanakalyANi,muthaiah_bAgavatar,Rudrapatnam Brothers,https://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-001-300/232-RudhrapatNam_Brothers-Vocal-NewYork-1991//
35074,54 - C0022 - 24-MS_Gopalakrishnan,3,sEvE_srIkAntaM,mOhanakalyANi,swAtitirunAL,MS Gopalakrishnan,https://www.sangeethamshare.org/nageswaran/Audio/UPLOADS_0001-0100/24-MS_Gopalakrishnan-AIR-Hyderabad//
35095,01 - C2782 - 2809-S_Sundar-Veena,1,siddhi_vinAyakam,mOhanakalyANi,muthaiah_bAgavatar,S Sundar,https://www.sangeethamshare.org/tvg/UPLOADS-2801---3000/2809-S_Sundar-Veena//
35006,02 - C0409 - 423_TV_Shankarnaraya,6,bhuvanEshwariyA,mOhanakalyANi,muthaiah_bAgavatar,TV Sankaranarayanan,https://www.sangeethamshare.org/kasturi/UPLOADS-0401-0600/423_TV_Shankarnarayanan/
35073,54 - C0004 - 04-ML_Vasanthakumari,6,sEvE_srIkAntaM,mOhanakalyANi,swAtitirunAL,ML Vasanthakumari,https://www.sangeethamshare.org/nageswaran/Audio/UPLOADS_0001-0100/04-ML_Vasanthakumari//
35048,01 - C1556 - 1689-B_Vijayagopal-F,1,sEvE_srIkAntaM,mOhanakalyANi,swAtitirunAL,B Vijayagopal,https://www.sangeethamshare.org/tvg/UPLOADS-1601---1800/1689-B_Vijayagopal-Flute//
35055,01 - C4634 - 4545-Sripada_Pinakap,4,sEvE_srIkAntaM,mOhanakalyANi,swAtitirunAL,Sripada Pinakapani,https://www.sangeethamshare.org/tvg/UPLOADS-4401---4600/4545-Sripada_Pinakapani-Ragam_24x7//
34969,01 - C0375 - 1106-S_Poorna_Pragna,2,bhuvanEshwariyA,mOhanakalyANi,muthaiah_bAgavatar,Poorna Pragna Rao,https://www.sangeethamshare.org/tvg/UPLOADS-1001---1200/1106-S_Poorna_Pragna_Rao//
34966,01 - C3831 - 3766-TN_Seshagopalan,1,bhajare_re_bhaja_mAnasa,mOhanakalyANi,mysore_vAsudevAcAr,TN Seshagopalan,https://www.sangeethamshare.org/tvg/UPLOADS-3601---3800/3766-TN_Seshagopalan//
35139,03 - C0028 - 208-DK_jayarAman_voc,14,tillAnA,mOhanakalyANi,lAlgudi_jayarAman,DK Jayaraman,https://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-001-300/208-DK_jayarAman_vocal-DKJ_TR_JV-Houston_TX-USA-1986//
34958,10 - C0474 - 482-TR_Mahalingam-Fl,7,ADinaiyE_kaNNA,mOhanakalyANi,ambujam_krishna,TR Mahalingam,https://www.sangeethamshare.org/vijayagopal/UPLOADS-401-600/482-TR_Mahalingam-Flute//
35026,14 - C0020 - 021_KoothanurSaraswa,6,bhuvanEshwariyA,mOhanakalyANi,muthaiah_bAgavatar,K Sathyanarayanan,https://www.sangeethamshare.org/sathya/021_KoothanurSaraswathiTemple_concert-09Oct08//
35112,03 - C0051 - 185-rAjkumAr_bhArath,2,siddhi_vinAyakam,mOhanakalyANi,muthaiah_bAgavatar,Rajkumar Bharathi,https://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-001-300/185-rAjkumAr_bhArathi-Vocal-somewhere_in_USA-1997//
35047,01 - c1395 - 0940.S.Sowmya-Podhig,3,sEvE_srIkAntaM,mOhanakalyANi,swAtitirunAL,S Sowmya,https://www.sangeethamshare.org/tvg/UPLOADS-0801---1000/0940.S.Sowmya-Podhigai_TV//
35100,01 - C4173 - 11-Mala_Chandrasekha,1,siddhi_vinAyakam,mOhanakalyANi,muthaiah_bAgavatar,Sikkil Mala Chandrasekhar,https://www.sangeethamshare.org/tvg/SEASON_2015/11-Mala_Chandrasekhar-Flute//
35041,30 - C0009 - VR_DileepKumar_008,7,bhuvanEshwariyA,mOhanakalyANi,muthaiah_bAgavatar,VR Dileepkumar,https://www.sangeethamshare.org/raju_ks/VR_DileepKumar_008/
35127,26 - C0006 - KSGopalakrishnan-Flu,2,siddhi_vinAyakam,mOhanakalyANi,muthaiah_bAgavatar,KS Gopalakrishnan,https://www.sangeethamshare.org/nvn/KSGopalakrishnan-Flute-liveconcert/
35094,01 - C2755 - 2590-R_Sriram-Veena,1,siddhi_vinAyakam,mOhanakalyANi,muthaiah_bAgavatar,R Sriram,https://www.sangeethamshare.org/tvg/UPLOADS-2401---2600/2590-R_Sriram-Veena//
34984,01 - C3610 - 3578-Gayathri_Girish,3,bhuvanEshwariyA,mOhanakalyANi,muthaiah_bAgavatar,Gayathri Girish,https://www.sangeethamshare.org/tvg/UPLOADS-3401---3600/3578-Gayathri_Girish//
35106,01 - C5838 - 5716-AKC_Natarajan-R,1,siddhi_vinAyakam,mOhanakalyANi,muthaiah_bAgavatar,AKC Natarajan,https://www.sangeethamshare.org/tvg/UPLOADS-5601---5800/5716-AKC_Natarajan-Ragam24x7//
35136,02 - c0563 - 579_VRDileepkumar_ha,12,tillAnA,mOhanakalyANi,lAlgudi_jayarAman,VR Dileepkumar,https://www.sangeethamshare.org/kasturi/UPLOADS-0401-0600/579_VRDileepkumar_hamsAnandi_kEdAragauLa/
35149,07 - C0054 - dkj,6,tillAnA,mOhanakalyANi,lAlgudi_jayarAman,DK Jayaraman,https://www.sangeethamshare.org/nagarajan/dkj//
35069,15 - C0155 - 149-M.L.Vasanthakuma,4,sEvE_srIkAntaM,mOhanakalyANi,swAtitirunAL,ML Vasanthakumari,https://www.sangeethamshare.org/muralidaran/Uploads-101-200/149-M.L.Vasanthakumari-Live_Concert-19/
35156,15 - C0256 - 252-D.K.Jayaraman-Li,17,tillAnA,mOhanakalyANi,lAlgudi_jayarAman,DK Jayaraman,https://www.sangeethamshare.org/muralidaran/Uploads-201-300/252-D.K.Jayaraman-Live_Concert-21//
35138,03 - C0027 - 209-lAlgudi_jayarAma,12,tillAnA,mOhanakalyANi,lAlgudi_jayarAman,Lalgudi Jayaraman,https://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-001-300/209-lAlgudi_jayarAman-Violin-LGJ_GJRK-Chennai-1979//
35147,03 - C0994 - 640-U_shrInivAs-mand,15,tillAnA,mOhanakalyANi,lAlgudi_jayarAman,U Shrinivas,https://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-601-900/640-U_shrInivAs-mandolin//
34967,01 - c0061 - 1442-Lalitha_Raghava,2,bhuvanEshwariyA,mOhanakalyANi,muthaiah_bAgavatar,Lalitha Raghavan,https://www.sangeethamshare.org/tvg/UPLOADS-1401---1600/1442-Lalitha_Raghavan-Violin/
35043,01 - c1202 - 733.CHARUMATHI_RAMAC,5,en_tAi_nI_irukka,mOhanakalyANi,ambujam_krishna,Charumathi Ramachandran,https://www.sangeethamshare.org/tvg/UPLOADS-0601---0800/733.CHARUMATHI_RAMACHANDRAN//
35059,01 - C6032 - 5907-VK_Raman-TV_Aud,2,sEvE_srIkAntaM,mOhanakalyANi,swAtitirunAL,VK Raman,https://www.sangeethamshare.org/tvg/UPLOADS-5801---6000/5907-VK_Raman-TV_Audio-SRSN//
35090,01 - C2610 - 2617-K_Vijayaraghava,1,siddhi_vinAyakam,mOhanakalyANi,muthaiah_bAgavatar,K Vijayaraghavan,https://www.sangeethamshare.org/tvg/UPLOADS-2601---2800/2617-K_Vijayaraghavan//
34973,01 - c0997 - 511.GANESH-KUMARESH-,1,bhuvanEshwariyA,mOhanakalyANi,muthaiah_bAgavatar,"Ganesh,Kumaresh",https://www.sangeethamshare.org/tvg/UPLOADS-0401---0600/511.GANESH-KUMARESH-VIOLIN//
